"C:\Program Files (x86)\Steam\steamapps\common\SourceFilmmaker\game\sfm.exe" +sv_lan 1 -useqtport -tools -dev -sw -w 1280 -h 720 +mat_hdr_level 3 +mat_queue_mode 0 -game usermod -insecure

c:\users\timothy\documents\github\sfmanimation\scene1.dmx#0

1280x720 @24.00 fps
motion blur samples:    per-camera settings
depth of field samples: per-camera settings

Frame  	Frame  	Total  	Shot                   	Map                    	DoF    	MBlur  	Total
Number 	Time   	Time   	Name                   	Name                   	Count  	Count  	Count
   5191	  0.272	   1712	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5192	  0.319	   1713	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5193	  0.311	   1713	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5194	  0.327	   1713	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5195	  0.319	   1714	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5196	  0.320	   1714	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5197	  0.320	   1714	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5198	  0.313	   1715	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5199	  0.317	   1715	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5200	  0.319	   1715	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5201	  0.313	   1716	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5202	  0.317	   1716	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5203	  0.284	   1716	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5204	  0.320	   1716	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5205	  0.321	   1717	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5206	  0.325	   1717	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5207	  0.326	   1717	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5208	  0.319	   1718	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5209	  0.318	   1718	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5210	  0.321	   1718	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5211	  0.313	   1719	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5212	  0.322	   1719	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5213	  0.318	   1719	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5214	  0.315	   1720	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5215	  0.315	   1720	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5216	  0.295	   1720	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5217	  0.312	   1721	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5218	  0.318	   1721	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5219	  0.358	   1721	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5220	  0.320	   1722	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5221	  0.320	   1722	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5222	  0.322	   1722	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5223	  0.324	   1723	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5224	  0.323	   1723	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5225	  0.321	   1723	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5226	  0.317	   1723	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5227	  0.318	   1724	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5228	  0.315	   1724	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5229	  0.328	   1724	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5230	  0.270	   1725	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5231	  0.313	   1725	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5232	  0.329	   1725	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5233	  0.318	   1726	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5234	  0.320	   1726	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5235	  0.326	   1726	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5236	  0.326	   1727	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5237	  0.325	   1727	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5238	  0.321	   1727	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5239	  0.317	   1728	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5240	  0.320	   1728	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5241	  0.321	   1728	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5242	  0.318	   1729	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5243	  0.270	   1729	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5244	  0.315	   1729	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5245	  0.372	   1730	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5246	  0.320	   1730	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5247	  0.321	   1730	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5248	  0.320	   1730	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5249	  0.345	   1731	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5250	  0.324	   1731	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5251	  0.327	   1731	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5252	  0.325	   1732	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5253	  0.319	   1732	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5254	  0.322	   1732	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5255	  0.310	   1733	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5256	  0.318	   1733	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5257	  0.366	   1733	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5258	  0.320	   1734	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5259	  0.315	   1734	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5260	  0.324	   1734	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5261	  0.279	   1735	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5262	  0.323	   1735	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5263	  0.330	   1735	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5264	  0.326	   1736	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5265	  0.332	   1736	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5266	  0.342	   1736	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5267	  0.338	   1737	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5268	  0.343	   1737	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5269	  0.347	   1737	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5270	  0.348	   1738	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5271	  0.335	   1738	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5272	  0.342	   1738	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5273	  0.348	   1739	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5274	  0.329	   1739	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5275	  0.341	   1739	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5276	  0.341	   1740	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5277	  0.328	   1740	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5278	  0.331	   1740	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5279	  0.340	   1741	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5280	  0.344	   1741	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5281	  0.356	   1741	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5282	  0.327	   1742	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5283	  0.338	   1742	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5284	  0.347	   1742	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5285	  0.346	   1743	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5286	  0.329	   1743	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5287	  0.322	   1743	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5288	  0.328	   1744	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5289	  0.330	   1744	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5290	  0.485	   1745	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5291	  0.337	   1745	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5292	  0.334	   1745	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5293	  0.320	   1746	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5294	  0.337	   1746	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5295	  0.347	   1746	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5296	  0.320	   1747	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5297	  0.327	   1747	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5298	  0.320	   1747	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5299	  0.334	   1748	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5300	  0.319	   1748	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5301	  0.319	   1748	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5302	  0.334	   1749	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5303	  0.317	   1749	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5304	  0.324	   1749	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5305	  0.331	   1750	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5306	  0.289	   1750	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5307	  0.319	   1750	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5308	  0.326	   1750	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5309	  0.319	   1751	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5310	  0.313	   1751	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5311	  0.322	   1751	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5312	  0.322	   1752	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5313	  0.318	   1752	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5314	  0.323	   1752	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5315	  0.310	   1753	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5316	  0.317	   1753	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5317	  0.327	   1753	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5318	  0.265	   1754	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5319	  0.320	   1754	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5320	  0.315	   1754	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5321	  0.316	   1755	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5322	  0.318	   1755	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5323	  0.319	   1755	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5324	  0.314	   1755	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5325	  0.317	   1756	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5326	  0.313	   1756	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5327	  0.322	   1756	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5328	  0.315	   1757	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5329	  0.318	   1757	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5330	  0.294	   1757	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5331	  0.317	   1758	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5332	  0.325	   1758	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5333	  0.330	   1758	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5334	  0.324	   1759	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5335	  0.332	   1759	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5336	  0.325	   1759	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5337	  0.320	   1760	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5338	  0.319	   1760	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5339	  0.328	   1760	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5340	  0.323	   1761	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5341	  0.320	   1761	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5342	  0.323	   1761	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5343	  0.327	   1762	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5344	  0.324	   1762	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5345	  0.380	   1762	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5346	  0.333	   1763	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5347	  0.320	   1763	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5348	  0.273	   1763	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5349	  0.328	   1764	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5350	  0.318	   1764	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5351	  0.313	   1764	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5352	  0.323	   1764	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5353	  0.320	   1765	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5354	  0.308	   1765	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5355	  0.351	   1765	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5356	  0.322	   1766	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5357	  0.323	   1766	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5358	  0.324	   1766	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5359	  0.318	   1767	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5360	  0.318	   1767	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5361	  0.325	   1767	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5362	  0.275	   1768	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5363	  0.325	   1768	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5364	  0.333	   1768	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5365	  0.327	   1769	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5366	  0.328	   1769	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5367	  0.328	   1769	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5368	  0.318	   1770	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5369	  0.318	   1770	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5370	  0.318	   1770	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5371	  0.324	   1771	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5372	  0.317	   1771	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5373	  0.315	   1771	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5374	  0.323	   1772	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5375	  0.316	   1772	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5376	  0.278	   1772	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5377	  0.319	   1772	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5378	  0.310	   1773	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5379	  0.316	   1773	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5380	  0.325	   1773	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5381	  0.321	   1774	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5382	  0.312	   1774	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5383	  0.323	   1774	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5384	  0.315	   1775	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5385	  0.312	   1775	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5386	  0.323	   1775	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5387	  0.315	   1776	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5388	  0.289	   1776	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5389	  0.322	   1776	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5390	  0.320	   1777	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5391	  0.319	   1777	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5392	  0.321	   1777	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5393	  0.325	   1778	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5394	  0.322	   1778	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5395	  0.318	   1778	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5396	  0.325	   1779	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5397	  0.315	   1779	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5398	  0.353	   1779	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5399	  0.339	   1780	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5400	  0.344	   1780	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5401	  0.349	   1780	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5402	  0.345	   1781	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5403	  0.349	   1781	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5404	  0.439	   1781	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5405	  0.333	   1782	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5406	  0.322	   1782	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5407	  0.414	   1782	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5408	  0.399	   1783	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5409	  0.343	   1783	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5410	  0.346	   1783	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5411	  0.343	   1784	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5412	  0.420	   1784	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5413	  0.380	   1785	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5414	  0.367	   1785	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5415	  0.723	   1786	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5416	  0.388	   1786	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5417	  0.362	   1786	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5418	  0.358	   1787	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5419	  0.359	   1787	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5420	  0.347	   1788	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5421	  0.324	   1788	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5422	  0.328	   1788	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5423	  0.320	   1789	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5424	  0.376	   1789	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5425	  0.362	   1789	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5426	  0.340	   1790	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5427	  0.388	   1790	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5428	  0.376	   1790	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5429	  0.354	   1791	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5430	  0.343	   1791	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5431	  0.344	   1791	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5432	  0.343	   1792	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5433	  0.349	   1792	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5434	  0.339	   1792	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5435	  0.342	   1793	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5436	  0.345	   1793	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5437	  0.345	   1793	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5438	  0.340	   1794	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5439	  0.345	   1794	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5440	  0.344	   1794	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5441	  0.342	   1795	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5442	  0.344	   1795	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5443	  0.345	   1796	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5444	  1.196	   1797	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5445	  0.349	   1797	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5446	  0.362	   1797	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5447	  0.342	   1798	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5448	  0.336	   1798	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5449	  0.337	   1798	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5450	  0.329	   1799	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5451	  0.339	   1799	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5452	  0.340	   1799	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5453	  0.335	   1800	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5454	  0.890	   1801	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5455	  0.343	   1801	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5456	  0.344	   1801	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5457	  0.347	   1802	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5458	  0.339	   1802	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5459	  0.339	   1802	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5460	  0.350	   1803	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5461	  0.345	   1803	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5462	  0.341	   1803	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5463	  0.329	   1804	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5464	  0.327	   1804	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5465	  0.344	   1804	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5466	  1.304	   1806	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5467	  0.446	   1806	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5468	  0.345	   1807	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5469	  0.338	   1807	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5470	  0.329	   1807	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5471	  0.850	   1808	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5472	  0.674	   1809	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5473	  0.316	   1809	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5474	  0.327	   1809	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5475	  0.329	   1810	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5476	  0.274	   1810	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5477	  0.325	   1810	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5478	  0.321	   1811	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5479	  0.322	   1811	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5480	  0.329	   1811	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5481	  0.333	   1812	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5482	  0.323	   1812	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5483	  0.334	   1812	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5484	  0.328	   1813	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5485	  0.333	   1813	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5486	  0.338	   1813	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5487	  0.327	   1814	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5488	  0.333	   1814	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5489	  0.333	   1814	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5490	  0.342	   1815	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5491	  0.341	   1815	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5492	  0.350	   1815	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5493	  0.356	   1816	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5494	  0.342	   1816	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5495	  0.328	   1816	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5496	  0.326	   1817	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5497	  0.333	   1817	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5498	  0.361	   1817	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5499	  0.350	   1818	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5500	  0.332	   1818	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5501	  0.329	   1818	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5502	  0.326	   1819	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5503	  0.325	   1819	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5504	  0.333	   1819	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5505	  0.333	   1820	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5506	  0.336	   1820	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5507	  0.287	   1820	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5508	  0.316	   1821	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
   5509	  0.319	   1821	shot11                	koth_sollytude_rc1.bsp	    8	    8	    8
